name,level,lat,lon,matched
Traditionsgemeinschaft Jagdbombergeschwader 41 Husum,address,54.43815,9.13500,"Osterkoppeln, Rantrum, Nordsee-Treene, Kreis Nordfriesland, Schleswig-Holstein, 25873, Deutschland"
Traditionsgemeinschaft Jagdbombergeschwader 43 Oldenburg,postcode,53.17287,8.19534,"26127, Alexandersfeld, 6. Bezirk, Oldenburg, Niedersachsen, Deutschland"
Fliegerhorst Wittmundhafen Torwächter,address,53.54812,7.66200,"Fliegerhorst Wittmundhafen, Webershausener Straße, Webershausen, Ardorf, Jackstede, Wittmund, Landkreis Wittmu"
Fliegerhorst Schleswig-Jagel Torwächter,address,54.46204,9.51869,"Fliegerhorst Jagel, Bundesstraße, Jagel, Haddeby, Kreis Schleswig-Flensburg, Schleswig-Holstein, 24878, Deutsc"
Fliegerhorst Hohn Torwächter,address,54.31370,9.53953,"Fliegerhorst Hohn, L 39, Porrenberg, Hohn, Hohner Harde, Kreis Rendsburg-Eckernförde, Schleswig-Holstein, 2480"
Fliegerhorst Nörvenich Torwächter,address,50.82921,6.65226,"Fliegerhorst Nörvenich, Ringstraße, Sophienhöhe, Blatzheim, Niederbolheim, Nörvenich, Kreis Düren, Nordrhein-W"
Heeresflugplatz Celle Torwächter,address,52.59511,10.03257,"Heeresflugplatz Celle, Luftbrückenstraße, Wietzenbruch, Celle, Landkreis Celle, Niedersachsen, 29225, Deutschl"
Fliegerhorst Diepholz Torwächter,address,52.58555,8.34089,"Fliegerhorst Diepholz, Lehmder Damm, Diepholz, Landkreis Diepholz, Niedersachsen, 49356, Deutschland"
Heeresflugplatz Faßberg Traditionssammlung,postcode,52.88500,10.18162,"29328, Poitzen, Faßberg, Landkreis Celle, Niedersachsen, Deutschland"
NATO Air Base Geilenkirchen Lehrsammlung,address,50.95554,6.05618,"NATO Air Base Geilenkirchen, NATO Avenue, Neuteveren, Geilenkirchen, Kreis Heinsberg, Nordrhein-Westfalen, 525"
Flughafen Köln/Bonn Flugbereitschaft Denkmalflugzeuge,postcode,50.86887,7.10753,"51147, Wahnheide, Porz, Köln, Nordrhein-Westfalen, Deutschland"
Marinefliegerstützpunkt Nordholz Torwächter,postcode,53.72083,8.58137,"27639, Midlum, Wurster Nordseeküste, Landkreis Cuxhaven, Niedersachsen, Deutschland"
Militärgeschichtliche Sammlung Westfalengeschwader Rheine-Bentlage,postcode,52.27423,7.42775,"48431, Rheine, Kreis Steinfurt, Nordrhein-Westfalen, Deutschland"
Fliegerhorst Wunstorf Lehrsammlung,address,52.45526,9.42821,"Fliegerhorst Wunstorf, Schieren-Böhmen-Weg, Klein Heidorn, Wunstorf, Region Hannover, Niedersachsen, 31515, De"
"F-104 Starfighter Denkmal, Kropp",postcode,54.40502,9.48832,"24848, Klein Bennebek, Kropp-Stapelholm, Kreis Schleswig-Flensburg, Schleswig-Holstein, Deutschland"
Marseille-Kaserne Appen Starfighter,postcode,53.65227,9.73717,"25482, Appen, Amt Geest und Marsch Südholstein, Kreis Pinneberg, Schleswig-Holstein, Deutschland"
"F-104 Starfighter Denkmal, Auenhausen",postcode,51.57649,9.25584,"34434, Borgentreich, Kreis Höxter, Nordrhein-Westfalen, Deutschland"
"Movie Park Germany Starfighter, Bottrop",address,51.62232,6.97492,"Movie Park Germany, 1, Warner-Allee, Feldhausen, Kirchhellen, Bottrop, Nordrhein-Westfalen, 46244, Deutschland"
Von-Seydlitz-Kaserne Kalkar Starfighter,address,51.73399,6.26848,"von-Seydlitz-Kaserne, 122, Römerstraße, Kalkar, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47546, Deutschl"
Fliegerhorst Jever Torwächter,address,53.53637,7.88704,"Fliegerhorst Jever, 1(A), Upjeversche Straße, Addernhausen, Schortens, Wangerland, Landkreis Friesland, Nieder"
"Transall Damme, Flugplatz Damme",postcode,52.52630,8.23966,"49401, Damme, Landkreis Vechta, Niedersachsen, Deutschland"
"Transall Rotenburg, Flugplatz Rotenburg (Wümme)",address,53.12972,9.35138,"Flugplatz Rotenburg, Zum Flugplatz, Domäne Luhne, Rotenburg, Landkreis Rotenburg (Wümme), Niedersachsen, 27356"
Flugplatz Uetersen-Heist Sabre,address,53.64695,9.70373,"Flugplatz Uetersen/Heist, Bültenkoppel, Heist, Amt Geest und Marsch Südholstein, Kreis Pinneberg, Schleswig-Ho"
Deutsches Panzermuseum Munster,address,52.98667,10.10898,"Deutsches Panzermuseum, 33, Hans-Krüger-Straße, Munster, Heidekreis, Niedersachsen, 29633, Deutschland"
Internationales Luftfahrtmuseum Manfred Pflumm,address,48.06709,8.56923,"78, Spittelbronner Weg, Industriegebiet Ost, Schwenningen, Villingen-Schwenningen, VVG der Stadt Villingen-Sch"
Luftraum Süd,postcode,48.78002,10.33025,"73450, Ohmenheim, Neresheim, Ostalbkreis, Baden-Württemberg, Deutschland"
Deutsch-Kanadisches Luftwaffenmuseum Baden-Söllingen,postcode,48.75964,8.04761,"77836, Stollhofen, Rheinmünster, GVV Rheinmünster-Lichtenau, Landkreis Rastatt, Baden-Württemberg, Deutschland"
Fahrzeugmuseum Marxzell,address,48.86127,8.44833,"2, Albtalstraße, Marxzell, Pfaffenrot, Marxzell, Landkreis Karlsruhe, Baden-Württemberg, 76359, Deutschland"
Schwäbisches Bauern- und Technikmuseum Seifertshofen,address,48.90923,9.83784,"Seifertshofen, Eschach, GVV Leintal-Frickenhofer Höhe, Ostalbkreis, Baden-Württemberg, 73569, Deutschland"
Militärgeschichtliche Sammlung des Standortes Stetten am kalten Markt,address,48.12962,9.06364,"Alb-Kaserne, L 218, Stetten am kalten Markt, VVG der Gemeinde Stetten am kalten Markt, Landkreis Sigmaringen, "
Motorworld Region Stuttgart,address,48.69156,9.00423,"1, Graf-Zeppelin-Platz, Forum, Flugfeld, Böblingen (Kernstadt), Böblingen, Landkreis Böblingen, Baden-Württemb"
Starfighter-Denkmal Stuttgart-Zuffenhausen,postcode,48.83099,9.16175,"70435, Zuffenhausen, Stuttgart, Baden-Württemberg, Deutschland"
F-104 Denkmal Ummendorf,postcode,48.05512,9.84058,"88444, Fischbach, Ummendorf, VVG der Stadt Biberach an der Riß, Landkreis Biberach, Baden-Württemberg, Deutsch"
CF-104 Denkmal Black Forest Airport Lahr,address,48.36089,7.82703,"Flugplatz, Rheinstraße Nord, Lahr, Hugsweier, Lahr/Schwarzwald, VVG der Stadt Lahr/Schwarzwald, Ortenaukreis, "
CF-104 Denkmal Söllingen,postcode,48.75964,8.04761,"77836, Stollhofen, Rheinmünster, GVV Rheinmünster-Lichtenau, Landkreis Rastatt, Baden-Württemberg, Deutschland"
Traditionsverein Immelmann Sammlung Eschbach,postcode,47.89484,7.63544,"79427, Eschbach, VVG der Stadt Heitersheim, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, Deutschland"
Gerhard Neumann Museum,address,48.76650,13.02578,"Gerhard-Neumann-Flugzeugmuseum, 5, Hengersberger Straße, Niederalteich, Landkreis Deggendorf, Bayern, 94557, D"
Flugmuseum Messerschmitt,postcode,48.71543,11.50208,"85077, Manching, Landkreis Pfaffenhofen an der Ilm, Bayern, Deutschland"
Militärgeschichtliche Sammlung Lechfeld,address,48.17952,10.84328,"Landsberger Straße, Lagerlechfeld, Graben, Landkreis Augsburg, Bayern, 86836, Deutschland"
Fliegerhorst Lechfeld,address,48.18175,10.85885,"Fliegerhorst Lechfeld, A 30, Graben, Landkreis Augsburg, Bayern, 86836, Deutschland"
Fliegerhorstmuseum Leipheim,address,48.44692,10.23726,"Albert-Einstein-Straße, Interkommunales Gewerbegebiet, Leipheim, Landkreis Günzburg, Bayern, 89340, Deutschlan"
Museum für Zivil- und Wehrtechnik Uffenheim,address,49.54838,10.23336,"Museum für Zivil- und Wehrtechnik, 20, Wiesenstraße, Uffenheim, Uffenheim (VGem), Landkreis Neustadt an der Ai"
Museum Stammheim,postcode,49.92991,10.25171,"97509, Kolitzheim, Landkreis Schweinfurt, Bayern, Deutschland"
Muna-Museum Marktbergel,postcode,49.44224,10.36612,"91613, Marktbergel, Burgbernheim (VGem), Landkreis Neustadt an der Aisch-Bad Windsheim, Bayern, Deutschland"
Franks Fahrendes Militärmuseum,address,49.69881,11.42972,"Hüll, Betzenstein, Betzenstein (VGem), Landkreis Bayreuth, Bayern, 91282, Deutschland"
Deutsches Fahrzeugmuseum Fichtelberg,address,49.99837,11.85398,"Nagler Weg, Fichtelberg, Landkreis Bayreuth, Bayern, 95686, Deutschland"
Fliegermuseum Bad Wörishofen,address,48.01128,10.60262,"1 a, Kemptener Straße, Gartenstadt, Bad Wörishofen, Landkreis Unterallgäu, Bayern, 86825, Deutschland"
Besucherpark des Flughafens München,postcode,48.37980,11.76783,"85356, Freising, Landkreis Freising, Bayern, Deutschland"
Deutsch-Deutsches Museum Mödlareuth,address,50.41484,11.88348,"13, Mödlareuth (Bayern), Mödlareuth, Töpen, Verwaltungsgemeinschaft Feilitzsch, Landkreis Hof, Bayern, 95183, "
Deutsches Flugpioniermuseum Gustav Weißkopf,address,49.30058,10.40904,"Stadtschloss, 6, Plan, Sachsen, Leutershausen, Landkreis Ansbach, Bayern, 91578, Deutschland"
Fliegerhorstmuseum Jagdgeschwader 74 Neuburg,postcode,48.73637,11.19488,"86633, Neuburg an der Donau, Landkreis Neuburg-Schrobenhausen, Bayern, Deutschland"
Starfighter-Denkmal Wilhelm-Frank-Kaserne Neuburg,postcode,48.73637,11.19488,"86633, Neuburg an der Donau, Landkreis Neuburg-Schrobenhausen, Bayern, Deutschland"
Traditionsgemeinschaft Jagdbombergeschwader 34 Allgäu,address,47.98149,10.23452,"Junkersstraße, Memmingerberg, Landkreis Unterallgäu, Bayern, 87766, Deutschland"
Starfighter-Denkmal Allgäu Airport Memmingen,address,47.99059,10.23026,"Am Flughafen, Künersberg, Memmingerberg, Landkreis Unterallgäu, Bayern, 87766, Deutschland"
Bundeswehr-Standort Memmingen TF-104G Cockpit,postcode,47.97883,10.16306,"87700, Memmingen, Bayern, Deutschland"
Lehrsammlung Technisches Ausbildungszentrum der Luftwaffe Kaufbeuren,postcode,47.88035,10.61651,"87600, Kaufbeuren, Bayern, Deutschland"
Fliegerhorst Manching,postcode,48.71543,11.50208,"85077, Manching, Landkreis Pfaffenhofen an der Ilm, Bayern, Deutschland"
Militärgeschichtliche Sammlung Manching,postcode,48.71543,11.50208,"85077, Manching, Landkreis Pfaffenhofen an der Ilm, Bayern, Deutschland"
RF-104G Denkmal WIWeB Erding,postcode,48.30639,11.91419,"85435, Erding, Siglfing, Erding, Landkreis Erding, Bayern, Deutschland"
Fliegerhorst Roth,address,49.21243,11.09845,"Otto-Lilienthal-Kaserne, Heideweg, Obersteinbach an der Haide, Roth, Landkreis Roth, Bayern, 91154, Deutschlan"
Universität der Bundeswehr München,address,48.08021,11.63837,"Universitätsbibliothek der Universität der Bundeswehr München, 39, Werner-Heisenberg-Weg, Unterbiberg, Neubibe"
Starfighter-Denkmal Flugplatz Haßfurt,postcode,50.04624,10.50699,"97437, Haßfurt, Landkreis Haßberge, Bayern, Deutschland"
Starfighter-Denkmal Aich,address,48.42308,12.40953,"14, Am Hubfeld, Froschau, Aich, Bodenkirchen, Landkreis Landshut, Bayern, 84155, Deutschland"
Starfighter-Denkmal Haldenwang,address,47.79839,10.33371,"MAHA Maschinenbau Haldenwang GmbH & Co. KG, 20, Hoyen, Bischlags, Haldenwang, Landkreis Oberallgäu, Bayern, 87"
Traditionsgemeinschaft Fursty Fliegerhorst Fürstenfeldbruck,city,48.17947,11.25472,"Fürstenfeldbruck, Landkreis Fürstenfeldbruck, Bayern, 82256, Deutschland"
Curioseum Willingen,address,51.28013,8.67933,"Curioseum, 1, Düdinghäuser Straße, Usseln, Willingen (Upland), Landkreis Waldeck-Frankenberg, Hessen, 34508, D"
August-Euler-Flugplatz Museum,address,49.85794,8.59087,"Flughafenstraße, Griesheim, Landkreis Darmstadt-Dieburg, Hessen, 64347, Deutschland"
Grenzmuseum Point Alpha,postcode,50.71724,9.89720,"36169, Rasdorf, Landkreis Fulda, Hessen, Deutschland"
Rolls-Royce Deutschland Museum Oberursel,address,50.20528,8.57896,"Hohemarkstraße, Altstadt, Oberursel-Mitte, Oberursel (Taunus), Hochtaunuskreis, Hessen, 61440, Deutschland"
Lufthansa Group Hangar One,address,50.02441,8.55520,"Flughafen Frankfurt am Main, Cargo City Süd, Flughafen, Süd, Frankfurt am Main, Hessen, 64546, Deutschland"
Luftbrückendenkmal Frankfurt am Main,postcode,50.04272,8.56735,"60549, Flughafen, Süd, Frankfurt am Main, Hessen, Deutschland"
Luftfahrzeugsammlung Bad Wildungen-Wega,address,51.13045,9.17540,"3, Ederstraße, Wega, Bad Wildungen, Landkreis Waldeck-Frankenberg, Hessen, 34537, Deutschland"
Wehrtechnische Studiensammlung Koblenz,address,50.36906,7.58536,"Wehrtechnische Studiensammlung, 85, Mayener Straße, Lützel, Koblenz, Rheinland-Pfalz, 56070, Deutschland"
Starfighter-Denkmal Germersheim,postcode,49.21373,8.37170,"76726, Germersheim, Landkreis Germersheim, Rheinland-Pfalz, Deutschland"
Fliegerhorst Büchel Torwächter,postcode,50.18006,7.08335,"56823, Büchel, Ulmen, Landkreis Cochem-Zell, Rheinland-Pfalz, Deutschland"
Fliegerhorst Büchel,postcode,50.18006,7.08335,"56823, Büchel, Ulmen, Landkreis Cochem-Zell, Rheinland-Pfalz, Deutschland"
Starfighter-Denkmal Brauheck Cochem,address,50.13463,7.13704,"Cochem-Brauheck Kaserne, K 22, Brauheck, Cochem, Landkreis Cochem-Zell, Rheinland-Pfalz, 56812, Deutschland"
Pfalz-Flugzeugwerke Speyer,address,49.30229,8.45307,"Flugplatz Speyer/Ludwigshafen, Industriestraße, Neuland, Speyer, Rheinland-Pfalz, 67346, Deutschland"
Ramstein Air Base F-4 Phantom Display,address,49.45403,7.59663,"Ramstein US Air Base Bau 409, Kisling Memorial Drive, Ramstein-Miesenbach, Landkreis Kaiserslautern, Rheinland"
Militärgeschichtliche Sammlung Hubschraubergeschwader 64,postcode,48.22772,9.86434,"88471, Laupheim, VVG der Stadt Laupheim, Landkreis Biberach, Baden-Württemberg, Deutschland"
Traditionsgemeinschaft Lufttransport LTG 61 Penzing,address,48.07207,10.91243,"Ehemaliger Fliegerhorst Landsberg am Lech, Penzing, Landkreis Landsberg am Lech, Bayern, Deutschland"
