Panavia|Tornado|F.3|ZE256|Tornado||fixed_wing|monoplane|military|fighter||Ex-Royal Air Force air-defence variant; acquired from Jet Art Aviation Ltd of the United Kingdom and delivered to the museum by road on 12 March 2019 per the museum's own type page; serial from the Wikimedia Commons file "Royal Air Force; ZE256"|ZE 256|on_display|GB|Eesti Lennundusmuuseum -- Lange
PZL-Mielec|An-2||YL-LEB|Colt||fixed_wing|biplane|civilian|utility||Polish-built An-2 carrying the Latvian registration YL-LEB; identity from Commons file "Private; YL-LEB; PZL-Mielec An-2"|An2; Antonov An-2; Colt; YLLEB|on_display|LV|Eesti Lennundusmuuseum -- Lange
Antonov|An-2||ES-BAB|Colt||fixed_wing|biplane|civilian|utility||A second An-2 with the Estonian registration ES-BAB; identity from Wikimedia Commons Category:ES-BAB (aircraft) filed under Antonov An-2 at the Estonian Aviation Museum. Whether this and YL-LEB are both currently on the field or one has moved needs a site check|An2; Colt; ESBAB|on_display|EE|Eesti Lennundusmuuseum -- Lange
Let|L-410|UVP-E|ES-PLY|Turbolet||fixed_wing|monoplane|military|transport||Ex-Estonian Border Guard aviation flight (PPA lennusalk) per the museum's own L-410 page; registration ES-PLY from Commons file "Estonian Border Guard; ES-PLY; Let L-410UVP-E Turbolet"|L410; Turbolet; ESPLY|on_display|EE|Eesti Lennundusmuuseum -- Lange
Aero Commander|680|FL|ES-ACO|||fixed_wing|monoplane|civilian|private||Estonian registration ES-ACO; identity from Commons file "Private; ES-ACO; Aero Commander 680FL"|680FL; ESACO|on_display|EE|Eesti Lennundusmuuseum -- Lange
Saab|340|||||fixed_wing|monoplane|civilian|commercial_transport||Registration not established. Commons has a dedicated Category:Saab 340 at the Estonian Aviation Museum containing two 2022 photographs but no serial-bearing filename; et.wikipedia lists the type as "Saab 430" which is not a real designation and is a typo for 340. Tail number deliberately BLANK|Saab340|on_display||Eesti Lennundusmuuseum -- Lange
Jodel|DR1050||ES-JPL|Ambassadeur||fixed_wing|monoplane|civilian|private||Estonian registration ES-JPL; identity from Commons file "Private; ES-JPL; Jodel DR1050 Ambassadeur"; not listed on the museum's own type index|DR-1050; DR1050; Ambassadeur; ESJPL|on_display|EE|Eesti Lennundusmuuseum -- Lange
Mil|Mi-8|S|ES-PMA|Hip||rotary_wing||military|transport||Ex-Estonian Border Guard; registration ES-PMA from Commons file "Estonian Border Guard; ES-PMA; Mil Mi-8S Hip"|Mi8; Hip; ESPMA|on_display|EE|Eesti Lennundusmuuseum -- Lange
PZL-Świdnik|Mi-2|RL|0615|Hoplite||rotary_wing||military|utility||Ex-Polish Air Force Mi-2RL; serial 0615 from Commons file "Polish Air Force; 0615; PZL-Swidnik Mi-2 Hoplite"; et.wikipedia adds that a second Mi-2 airframe (a wreck from the Estonian Air Force) is also held|Mi2; Mi-2RL; Hoplite|on_display|PL|Eesti Lennundusmuuseum -- Lange
Robinson|R44|Clipper|64|||rotary_wing||military|utility||Ex-Estonian Air Force; tactical number 64 from Commons file "Estonian Air Force; 64; Robinson R44 Clipper". The Estonian Air Force struck its last R44s off charge during 2024|R-44; R44 Clipper|on_display|EE|Eesti Lennundusmuuseum -- Lange
Robinson|R22|Beta|ES-HRJ|||rotary_wing||civilian|private||Estonian registration ES-HRJ; et.wikipedia notes the airframe is engineless ("mootorita"); identity from Commons file "Private; ES-HRJ; Robinson R22 Beta"|R-22; ESHRJ|on_display|EE|Eesti Lennundusmuuseum -- Lange
Schweizer|300|C|ES-PSF|||rotary_wing||military|trainer||Ex-Estonian Border Guard; registration ES-PSF from Commons file "Estonian Border Guard; ES-PSF; Schweizer 300C"|S-300; Schweizer 269; Hughes 300; ESPSF|on_display|EE|Eesti Lennundusmuuseum -- Lange
Kamov|Ka-26||HA-MCQ|Hoodlum||rotary_wing||civilian|utility||Hungarian civil registration HA-MCQ; identity from Commons file "Private; HA-MCQ; Kamov Ka-26 Hoodlum"|Ka26; Hoodlum; HAMCQ|on_display|HU|Eesti Lennundusmuuseum -- Lange
Let|Z-37|A|OK-AIP|Čmelák||fixed_wing|monoplane|civilian|utility||Czech agricultural aircraft carrying registration OK-AIP; identity from Commons file "Air Special; OK-AIP; Let Z-37 Cmelák". Listed by the museum under special-purpose aircraft|Z37; Zlin Z-37; Cmelak; OKAIP|on_display|CZ|Eesti Lennundusmuuseum -- Lange
LAK|LAK-12||ES-1003|Lietuva||fixed_wing|monoplane|civilian|private||Lithuanian-built high-performance glider; Estonian glider registration ES-1003; obtained from Ridali Lennuklubi per et.wikipedia; identity from Commons file "Private; ES-1003; LAK-12 Lietuva"|LAK12; Lietuva; ES1003|on_display|EE|Eesti Lennundusmuuseum -- Lange
Let|L-13||||Blaník|fixed_wing|monoplane|civilian|trainer||Training glider obtained from Ridali Lennuklubi per et.wikipedia. No registration recorded by any source reached; tail_number deliberately BLANK|L13; Blanik|on_display||Eesti Lennundusmuuseum -- Lange
Fakel|V-750|||||missile_rocket||military|surface_to_air||Complete S-75 system round with launcher and transport set; the museum states it holds a representative of every surface-to-air missile system deployed on Estonian territory during the Soviet occupation. Manufacturer given as the Grushin design bureau MKB Fakel which designed the V-750 round; the system designer was Almaz|S-75; SA-2; Guideline; V750; S75|on_display|RU|Eesti Lennundusmuuseum -- Lange
Fakel|V-601|||||missile_rocket||military|surface_to_air||S-125 system round. Manufacturer given as MKB Fakel which designed the V-600 series round. Commons has a dedicated file "SA-3 missiles at Estonian Aviation Museum"|S-125; SA-3; Goa; V601; S125|on_display|RU|Eesti Lennundusmuuseum -- Lange
Fakel|V-860|||||missile_rocket||military|surface_to_air||S-200 system round with transport set; Commons has a dedicated Category:S-200 at Estonian Aviation Museum. Manufacturer given as MKB Fakel|S-200; SA-5; Gammon; V860; S200|on_display|RU|Eesti Lennundusmuuseum -- Lange
Vympel|3M9|||||missile_rocket||military|surface_to_air||2K12 Kub system round; Commons has a dedicated file "SA-6 missile at Estonian Aviation Museum". Manufacturer given as the Toropov bureau (Vympel) which designed the 3M9 round|2K12; Kub; SA-6; Gainful; 3M9|on_display|RU|Eesti Lennundusmuuseum -- Lange
Fakel|9M33|||||missile_rocket||military|surface_to_air||9K33 Osa system round. Manufacturer given as MKB Fakel which designed the 9M33|9K33; Osa; SA-8; Gecko; 9M33|on_display|RU|Eesti Lennundusmuuseum -- Lange
Short|184|||||fixed_wing|biplane|military|recon||**REPLICA — FLAG THIS.** et.wikipedia states plainly that the exhibit is "maailma ainsat elusuuruses koopiat" — the world's only full-size copy of the Short 184 — and that no original survives anywhere. It is the centrepiece of the seaplane section of the hangar exposition. No serial exists and none must be assigned|Short Type 184; Short 184 replica|on_display||Lennusadam -- Eesti Meremuuseum
Lake|LA-4||||Buccaneer|fixed_wing|monoplane|civilian|private||Amphibian reported in the hangar exposition and named in the research brief for this pass; I could NOT independently confirm it from Estonian-language sources or from Commons in the time available and the museum's own exhibit pages are a JavaScript application that did not render. Registration and variant deliberately BLANK. VERIFY BEFORE IMPORT|LA-4; Lake Buccaneer; LA4|on_display||Lennusadam -- Eesti Meremuuseum
Unidentified|Aircraft|||||fixed_wing||military|other||OpenStreetMap node/13232245984 records an aircraft memorial (historic=memorial; memorial=aircraft) in Ämari village but supplies NO type; no photograph found. Given the location beside Ämari air base a Soviet-era type is likely but that is a supposition and is not recorded as fact. Every identity field is deliberately blank per the contract||on_display||Ämari lennuki mälestusmärk
Tupolev|Tu-134|A-3|ES-AAP|||fixed_wing|monoplane|civilian|commercial_transport||Registration ES-AAP taken from the OpenStreetMap ref tag on way/603591805; a former Estonian Air Tu-134A-3 retained at Tallinn Airport in a yellow-orange scheme (aircraft:colour tag). The airframe is traced as a polygon so its presence at the time of survey is well founded; a 2025-26 photograph would settle current condition|Tu134; ESAAP|on_display|EE|Tupolev Tu-134 ES-AAP -- Tallinna lennujaam
Unidentified|Helicopter|||||rotary_wing||military|search_rescue||OpenStreetMap node/12983444768 records aircraft=helicopter with operator=PPA and the Estonian description "Vana piirivalvekopter" (old border-guard helicopter). No type; no registration. The Estonian border guard has operated Mi-8 and Robinson types among others but naming one here would be a guess. role_type search_rescue reflects the border-guard operator rather than a documented mission fit||on_display|EE|Piirivalvekopter -- Tallinn (Maarjamäe)
Kamov|Ka-26||CCCP-24057|Hoodlum||rotary_wing||civilian|utility||Light multipurpose helicopter in Aeroflot markings; registration recorded in Cyrillic as СССР-24057 in the Latvian Wikipedia exhibit table and transliterated here. Also mapped as OpenStreetMap node/13902881052 at the Skulte site|Ka26; Hoodlum; CCCP24057; SSSR-24057|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-1||17|Hare||rotary_wing||military|utility||Wears bort 17. Only ever a Soviet airframe; the Latvian air force never operated the type. Mapped as OpenStreetMap node/10033994816 with a linked Commons photograph|Mi1; Hare|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-2||21|Hoplite||rotary_wing||military|utility||Wears bort 21; one of two Mi-2s in the collection. Soviet service only|Mi2; Hoplite|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-2||22|Hoplite||rotary_wing||military|utility||Wears bort 22; the second Mi-2. Mapped as OpenStreetMap node/10034062517. Soviet service only|Mi2; Hoplite|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-4||CCCP-31449|Hound||rotary_wing||civilian|utility||Aeroflot-marked Mi-4; registration recorded as СССР-31449 in the Latvian Wikipedia table. Mapped as OpenStreetMap node/10033994813 with linked Commons photograph|Mi4; Hound; CCCP31449|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-6||09|Hook||rotary_wing||military|transport||Heavy transport helicopter wearing bort 09; mapped as OpenStreetMap node/6683869054 with linked Commons photograph. Soviet service only|Mi6; Hook|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-8|T|17|Hip||rotary_wing||military|transport||Assault-transport Hip wearing bort 17; mapped as OpenStreetMap node/10033994815. Note the bort duplicates the Mi-1's — two-digit Soviet tactical numbers repeat endlessly and are not unique identifiers. Soviet service only|Mi8; Mi-8T; Hip|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mil|Mi-24|A|20|Hind||rotary_wing||military|ground_attack||Early A-model Hind wearing bort 20; mapped as OpenStreetMap node/10033994814 with a linked Commons photograph. Commons also holds "Mi-24 nose at Riga Aviation Museum" from the Skulte site. Soviet service only|Mi24; Mi-24A; Hind; Hind-A|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Antonov|An-2||22|Colt||fixed_wing|biplane|civilian|utility||Wears the number 22; mapped as OpenStreetMap node/10034004967 with a linked Commons photograph. Commons also holds "An-2s at Riga Aviation Museum" plural from the Skulte site so a second An-2 may be present|An2; Colt|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Antonov|An-14||01|Pchelka||fixed_wing|monoplane|civilian|utility||Wears the number 01; light STOL twin|An14; Pchelka; Clod|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Antonov|An-24|B|CCCP-46400|Coke||fixed_wing|monoplane|civilian|commercial_transport||Registration recorded as СССР-46400 in the Latvian Wikipedia table; the Commons photograph of this airframe is filed as "An-24B Latavio YL-LCD"; i.e. it later carried the Latvian registration YL-LCD with Latavio; so the aircraft has TWO documented identities and the museum table gives the Soviet one. Mapped as OpenStreetMap node/11948091019|An24; Coke; YL-LCD; YLLCD; CCCP46400|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Aero|L-29||22|Delfín||fixed_wing|monoplane|military|trainer||One of four L-29s; wears bort 22. Soviet service only|L29; Delfin; Maya|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Aero|L-29||26|Delfín||fixed_wing|monoplane|military|trainer||Wears bort 26; mapped as OpenStreetMap node/13902881053 and photographed at Skulte|L29; Delfin; Maya|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Aero|L-29||38|Delfín||fixed_wing|monoplane|military|trainer||Wears bort 38|L29; Delfin; Maya|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Aero|L-29||92|Delfín||fixed_wing|monoplane|military|trainer||Wears bort 92. Commons "L-29s at Riga Aviation Museum" confirms multiple L-29s made the move to Skulte|L29; Delfin; Maya|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-15|UTI|14|Midget||fixed_wing|monoplane|military|trainer||Two-seat conversion trainer wearing bort 14; Commons has a dedicated Category:Mikoyan-Gurevich MiG-15UTI at Riga Aviation Museum filed under the Skulte site|MiG15; MiG-15UTI; Midget|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-15|UTI|58|Midget||fixed_wing|monoplane|military|trainer||Second MiG-15UTI wearing bort 58|MiG15; MiG-15UTI; Midget|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-21|bis|76|Fishbed||fixed_wing|monoplane|military|fighter||Wears bort 76; Commons "MiG-21s at Riga Aviation Museum" confirms multiple MiG-21s at Skulte. Soviet service only|MiG21; MiG-21bis; Fishbed|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-21|SMT|10|Fishbed||fixed_wing|monoplane|military|fighter||Wears bort 10. The SMT was the enlarged-spine fuel-tank variant|MiG21; MiG-21SMT; Fishbed-K|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-21|UM|94|Mongol||fixed_wing|monoplane|military|trainer||Two-seat trainer wearing bort 94|MiG21; MiG-21UM; Mongol|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-21|US|06|Mongol||fixed_wing|monoplane|military|trainer||Two-seat trainer wearing bort 06; photographed at Skulte as "MiG-21US; Riga Aviation Museum"|MiG21; MiG-21US; Mongol|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-23|BM||Flogger||fixed_wing|monoplane|military|ground_attack||The Latvian Wikipedia table gives no bort for this airframe but does give a construction number: с/н 3910601. tail_number is therefore BLANK and the c/n is carried in aliases as the only unique identifier. MiG-23BM was the ground-attack development that became the MiG-27|MiG23; MiG-23BM; c/n 3910601; 3910601; Flogger|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-23|M|74|Flogger||fixed_wing|monoplane|military|fighter||Wears bort 74; photographed at Skulte as "MiG-23M; Riga Aviation Museum"|MiG23; MiG-23M; Flogger-B|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-23|MF|16|Flogger||fixed_wing|monoplane|military|fighter||Wears bort 16|MiG23; MiG-23MF; Flogger-B|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan-Gurevich|MiG-25|RBS|34|Foxbat||fixed_wing|monoplane|military|recon||Reconnaissance-bomber Foxbat-D wearing bort 34; photographed at Skulte and mapped as OpenStreetMap node/13902881051. Soviet service only|MiG25; MiG-25RBS; Foxbat-D|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan|MiG-27|||Flogger||fixed_wing|monoplane|military|ground_attack||Photographed at the Skulte site as "MiG-27 at Riga Aviation Museum" but ABSENT from the Latvian Wikipedia exhibit table; which was last comprehensive for 2018. No bort or c/n known; tail_number deliberately blank. Its presence is evidenced only by the post-move photograph|MiG27; Flogger-D|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Mikoyan|MiG-29|UB|52|Fulcrum||fixed_wing|monoplane|military|trainer||Two-seat Fulcrum wearing bort 52. The Commons file from the Skulte site is titled "MiG-29UB remains; Riga Aviation Museum" — the airframe is INCOMPLETE and should not be described as a whole aeroplane|MiG29; MiG-29UB; Fulcrum-B|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Ilyushin|Il-28|||Beagle||fixed_wing|monoplane|military|bomber||Photographed at the Skulte site (three separate Commons files including tail and side views) and mapped as OpenStreetMap node/9921285147 "Lidmašīna Il-28". ABSENT from the Latvian Wikipedia table. No bort or c/n known|Il28; Beagle|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Sukhoi|Su-7||27|Fitter||fixed_wing|monoplane|military|ground_attack||Wears bort 27; photographed at Skulte as "Su-7 at Riga Aviation Museum". Soviet service only|Su7; Fitter-A|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Sukhoi|Su-7|U|43|Moujik||fixed_wing|monoplane|military|trainer||Two-seat trainer wearing bort 43|Su7U; Su-7U; Moujik|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Tupolev|Tu-22M|1|53|Backfire||fixed_wing|monoplane|military|bomber||The Latvian Wikipedia table describes this airframe as a "tālās darbības bumbvedēja prototips" — a long-range bomber prototype — and it wears bort 53. Only nine Tu-22M0 and a small number of Tu-22M1 pre-series aircraft were built; an M1 survivor is internationally significant. Mapped as OpenStreetMap node/10034062518 and photographed at Skulte from five angles including cockpit and intake. Soviet service only|Tu22M; Tu-22M1; Backfire-A|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Tupolev|Tu-134|A-3|RA-65717|||fixed_wing|monoplane|civilian|commercial_transport||Russian registration RA-65717; mapped as OpenStreetMap node/11948090997 and photographed at Skulte|Tu134; RA65717|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Yakovlev|Yak-18|T|CCCP-38342|Max||fixed_wing|monoplane|civilian|trainer||Registration recorded as CCCP-38342 in the Latvian Wikipedia table|Yak18T; Yak-18T; CCCP38342|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Yakovlev|Yak-28|P|22|Firebar||fixed_wing|monoplane|military|recon||Wears bort 22; mapped as OpenStreetMap node/13900373921 (named YAK-28R) and photographed both at the old airport site ("Yakovlev Yak-28R Red 22 Soviet AF Riga Msm 04.10.05") and at Skulte ("Yak-28R nose at Riga Aviation Museum"). SUB-VARIANT DISPUTED — the museum table says Yak-28P (interceptor) while OSM and two Commons files say Yak-28R (reconnaissance); variant recorded as the table has it and the dispute noted here. The Skulte photograph shows a NOSE section which may mean only part of the airframe survived the move|Yak28; Yak-28R; Firebar; Brewer|on_display|RU|Rīgas aviācijas muzejs -- Skulte
Cessna|150|||||fixed_wing|monoplane|civilian|private||The Latvian Wikipedia table gives no registration but does give с/н 15059081. tail_number BLANK; the construction number is in aliases as the only unique identifier|c/n 15059081; 15059081; Cessna 150|on_display||Rīgas aviācijas muzejs -- Skulte
Zlín|Z-37|A|OK-ZKC|Čmelák||fixed_wing|monoplane|civilian|utility||Czechoslovak agricultural aircraft with registration OK-ZKC; photographed at Skulte as "Zlín Z-37A - OK-ZKC; Riga Aviation Museum"|Z37; Z-37A; Cmelak; OKZKC|on_display|CZ|Rīgas aviācijas muzejs -- Skulte
Let|L-13||47|Blaník||fixed_wing|monoplane|civilian|trainer||Training glider wearing the number 47|L13; Blanik|on_display||Rīgas aviācijas muzejs -- Skulte
Let|L-13||72|Blaník||fixed_wing|monoplane|civilian|trainer||Training glider wearing the number 72|L13; Blanik|on_display||Rīgas aviācijas muzejs -- Skulte
Sukhoi|Su-24|M||Fencer||fixed_wing|monoplane|military|bomber||COCKPIT SECTION ONLY — the Latvian Wikipedia table lists this under "Lidmašīnu kabīnes" (aircraft cockpits). No bort; construction number s/n 0515318 is the only identifier and is carried in aliases. Photographed at Skulte as "Mi-8 nose and Su-24 canopy" and "Su-24 nose at Riga Aviation Museum"|Su24; s/n 0515318; 0515318; Fencer|on_display|RU|Rīgas aviācijas muzejs -- Skulte
