manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Kawasaki,KAT-1,,JA3084,,JP,,,fixed_wing,monoplane,civilian,trainer,,Indoor display since 2003; airframe number 1 of the two KAT-1 built; parts of the second airframe JA3100 were used in its restoration,KAT1; KAT-1,Gifu-Kakamigahara Air and Space Museum,on_display
Lockheed,T-33,A,61-5221,,JP,Shooting Star,,fixed_wing,monoplane,military,trainer,,Special Air Development and Test Wing configuration; retired at Iruma and earmarked for return to the USA under the MDAP agreement then re-loaned by the USA; dismantled at Iruma and rebuilt by the JASDF 2nd Depot at Gifu,T33; T-33A; T-33A Kai; T33A,Gifu-Kakamigahara Air and Space Museum,on_display
Lockheed,F-104,J,36-8515,,JP,Starfighter,,fixed_wing,monoplane,military,fighter,,Indoor display; Mitsubishi-built under licence; one of only three F-104J/DJ in Japan on routine indoor public display,F104; F-104J; Eiko; Mitsubishi F-104J; F104J,Gifu-Kakamigahara Air and Space Museum,on_display
Saab,91,B,TX-7101,,JP,Safir,,fixed_wing,monoplane,military,test,,High-lift research aircraft converted from a Saab 91B Safir and designated X1G1B; certified 重要航空遺産,Saab Safir; X1G; X1G1B; 91B Kai,Gifu-Kakamigahara Air and Space Museum,on_display
Fuji,T-1,B,05-5810,,JP,Hatsutaka,,fixed_wing,monoplane,military,trainer,,Special Air Development and Test Wing configuration wearing the ADTW 50th anniversary scheme; on display since 2007,T1; T-1B; T1B,Gifu-Kakamigahara Air and Space Museum,on_display
Nihon University,N-62,,JA3251,,JP,Eaglet,,fixed_wing,monoplane,civilian,experimental,,Restored to airworthy condition by the Japan Aviation Academy and flown from the academy strip in Yamanashi to Gifu air base on 1998-11-08 before entering the museum,N62; N-62 Eaglet; Nihon-Itochu N-62,Gifu-Kakamigahara Air and Space Museum,on_display
ShinMaywa,UF-XS,,オ-991,,JP,,,fixed_wing,monoplane,military,test,,Experimental flying boat that proved the US-1 hull; had been condemned to be scrapped and returned to the JMSDF and was reprieved at the last moment; dismantled for transport then rebuilt by ShinMaywa; certified 重要航空遺産,UFXS; UF-XS,Gifu-Kakamigahara Air and Space Museum,on_display
NAL,Flying Test Bed,,,,JP,,,fixed_wing,monoplane,civilian,experimental,,VTOL test rig using JR100F lift-jet engines; transferred free of charge from the National Museum of Nature and Science and restored by Fuji Heavy Industries,VTOL Flying Test Bed; JR100F testbed; 航技研フライングテストベッド,Gifu-Kakamigahara Air and Space Museum,on_display
Fuji,FA-200,,JA3263,,JP,Aero Subaru,,fixed_wing,monoplane,civilian,experimental,,FA-200 modified as a STOL research aircraft,FA200; FA-200 Kai,Gifu-Kakamigahara Air and Space Museum,on_display
Fuji,T-3,,11-5547,,JP,,,fixed_wing,monoplane,military,trainer,,Indoor display since 2008,T3; T-3,Gifu-Kakamigahara Air and Space Museum,on_display
Mitsubishi,T-2,,19-5173,,JP,,,fixed_wing,monoplane,military,trainer,,Blue Impulse markings; indoor display since 2001,T2; T-2; Blue Impulse,Gifu-Kakamigahara Air and Space Museum,on_display
Mitsubishi,T-2,CCV,29-5103,,JP,,,fixed_wing,monoplane,military,test,,Control-configured-vehicle research aircraft; indoor display since 2014,T2 CCV; T-2CCV; T2; T2CCV,Gifu-Kakamigahara Air and Space Museum,on_display
McDonnell Douglas,F-4,EJ,07-8431,,JP,Phantom II,,fixed_wing,monoplane,military,fighter,,F-4EJ Kai standard; Mitsubishi-built under licence; added to the indoor display in 2023,F4; F-4EJ; F-4EJ Kai; Phantom; F4EJ,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,Asuka,,8501,,JP,,,fixed_wing,monoplane,civilian,experimental,,Quiet STOL research aircraft; the airframe around which the whole museum was conceived — Kakamigahara secured it in 1989 and the loan was agreed in August 1991; certified 重要航空遺産 and 航空宇宙技術遺産,Asuka; 飛鳥; NAL Asuka; QSTOL,Gifu-Kakamigahara Air and Space Museum,on_display
Nihon University,N-70,,,,,,Cygnus,fixed_wing,monoplane,civilian,private,,Motor glider,N70; N-70 Cygnus,Gifu-Kakamigahara Air and Space Museum,on_display
Nihon University,HYPER CHick,,,,JP,KoToNo Limited,,fixed_wing,monoplane,civilian,experimental,1992,Human-powered aircraft; span 25.9 m length 8.2 m height 3.3 m weight 37.0 kg; set the first Japanese women's human-powered flight record of 119.045 m at Fujikawa gliding field on 1992-07-05; damaged at the 16th Birdman Rally and repaired; skin repaired again during the 2017 closure,HYPER CHick KoToNo Limited,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,BK117,P5,JQ0003,,JP,,,rotary_wing,,civilian,test,,Advanced flight-safety technology demonstrator; on display since 2001,BK117; BK117P5,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,BK117,A,6001,,JP,,,rotary_wing,,military,test,,Acquisition Technology and Logistics Agency trials helicopter; added 2023; used for rear-seat and cockpit sitting experience,BK117; BK117A,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,OH-1,,,,JP,Ninja,,rotary_wing,,military,recon,,Full-scale mock-up,OH1; OH-1,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,KH-4,,JA7110,,JP,,,rotary_wing,,civilian,utility,,Bell 47G3B-KH4 built by Kawasaki,Bell 47G3B-KH4; KH4; KH-4,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,KHR-1,,2500,,JP,,,rotary_wing,,civilian,experimental,,Rigid-rotor research helicopter; most of the airframe other than the rotor system had been lost so it was rebuilt around another KH-4; on display since 2004,KHR1; KHR-1,Gifu-Kakamigahara Air and Space Museum,on_display
Hughes,OH-6,J,JG1058,,JP,Cayuse,,rotary_wing,,military,test,,Kawasaki KA370 new-rotor-system flight-test aircraft; after the trials it was restored to standard OH-6 configuration as JGSDF 31058 and displayed as such from 1996; returned to its trials configuration for display in 2004,OH6; OH-6J Kai; KA370; 31058; OH6J,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,K-RACER,X1,JX0169,,JP,,,rotary_wing,,civilian,drone,,Kawasaki VTOL unmanned aircraft; 5 m rotor 1.9 m height powered by a Kawasaki Ninja H2R motorcycle engine,K-RACER-X1; KRACER,Gifu-Kakamigahara Air and Space Museum,on_display
Hagiwara,H-23,BA-2,JA2023,,JP,,,fixed_wing,monoplane,civilian,private,,In the reserve store; never publicly displayed; shown occasionally on the booked そらはく資料特別公開 tours,H23; H-23BA-2,Gifu-Kakamigahara Air and Space Museum,in_storage
Hagiwara,H-23,C-2,JA2077,,JP,,,fixed_wing,monoplane,civilian,private,,In the reserve store; glider,H23; H-23C-2,Gifu-Kakamigahara Air and Space Museum,in_storage
Mita,3,Kai 1,JA2080,,JP,,,fixed_wing,monoplane,civilian,private,,In the reserve store; two-seat advanced glider,Mita 3; 三田式3改1型,Gifu-Kakamigahara Air and Space Museum,in_storage
Mita,3,Kai 1,JA2176,,JP,,,fixed_wing,monoplane,civilian,private,,In the reserve store; two-seat advanced glider,Mita 3; 三田式3改1型,Gifu-Kakamigahara Air and Space Museum,in_storage
Takatori,SH-16,S,JA2102,,JP,,,fixed_wing,monoplane,civilian,private,,In the reserve store; ex-Kyoto University gliding club,SH16; SH-16S; SH16S,Gifu-Kakamigahara Air and Space Museum,in_storage
Kawasaki,KAT-1,,JA3100,,JP,,,fixed_wing,monoplane,civilian,trainer,,Airframe number 2 of the two built; displayed at Tokyo Metropolitan University of Science and Technology then taken by Kakamigahara City; condition too poor to display so it has stayed in the store and donated parts to the restoration of JA3084,KAT1; KAT-1,Gifu-Kakamigahara Air and Space Museum,in_storage
Fuji,T-1,B,85-5801,,JP,Hatsutaka,,fixed_wing,monoplane,military,trainer,,Prototype airframe 801; converted from T1F2 82-5801 to T-1B 85-5801; displayed outdoors at Ashiya air base then in the museum store from 2001,T1; T-1B; T1F2; 82-5801; T1B,Gifu-Kakamigahara Air and Space Museum,in_storage
Fuji,KM-2,,6255,,JP,,,fixed_wing,monoplane,military,trainer,,Ex-JMSDF 201 Training Squadron at Ozuki; later a teaching airframe at Tokyo Metropolitan College of Aeronautical Engineering; now in the museum store,KM2; KM-2,Gifu-Kakamigahara Air and Space Museum,in_storage
Nissan,Pencil Rocket,,,,JP,,,missile_rocket,,civilian,sounding,,Replica of the 1955 Pencil Rocket,Pencil Rocket; ペンシルロケット,Gifu-Kakamigahara Air and Space Museum,on_display
OKB-1,Sputnik,1,,,,,Sputnik 1,spacecraft,,civilian,space,,Replica,Sputnik-1; PS-1; PS1,Gifu-Kakamigahara Air and Space Museum,on_display
NASDA,Ryusei,,,,JP,りゅうせい,,spacecraft,,civilian,space,,Replica displayed inside an H-II launcher fairing alongside Myojo,Ryusei; VEP; りゅうせい,Gifu-Kakamigahara Air and Space Museum,on_display
NASDA,Myojo,,,,JP,みょうじょう,,spacecraft,,civilian,space,,Replica displayed inside an H-II launcher fairing alongside Ryusei,Myojo; OREX; みょうじょう,Gifu-Kakamigahara Air and Space Museum,on_display
JAXA,Hayabusa2,,,,JP,はやぶさ2,,spacecraft,,civilian,space,,Replica,Hayabusa2; はやぶさ2,Gifu-Kakamigahara Air and Space Museum,on_display
JAXA,SLIM,,,,JP,,,spacecraft,,civilian,space,,Replica shown in the landed attitude on a simulated lunar surface; first shown in the FY2024 special exhibition and permanent from 2026-02-21; Smart Lander for Investigating Moon,SLIM,Gifu-Kakamigahara Air and Space Museum,on_display
JAXA,SORA-Q,,,,JP,,,spacecraft,,civilian,space,,Replica lunar excursion vehicle; permanent from 2026-02-21,SORA-Q; LEV-2; LEV2,Gifu-Kakamigahara Air and Space Museum,on_display
NASDA,OICETS,,,,JP,Kirari,,spacecraft,,civilian,space,,Optical inter-orbit communications engineering test satellite; described as a replica but incorporating some genuine flight hardware,Kirari; OICETS; きらり,Gifu-Kakamigahara Air and Space Museum,on_display
NASDA,COMETS,,,,JP,Kakehashi,,spacecraft,,civilian,space,,The genuine thermal-test article used during development — not a replica,Kakehashi; COMETS; かけはし,Gifu-Kakamigahara Air and Space Museum,on_display
University of Tokyo,Nano-JASMINE,,,,JP,,,spacecraft,,civilian,space,,Engineering model,Nano-JASMINE,Gifu-Kakamigahara Air and Space Museum,on_display
Tokyo Institute of Technology,CUTE,I,,,JP,,CUTE-I,spacecraft,,civilian,space,,CubeSat,CUTE-I; CUTE-1; CUTE1,Gifu-Kakamigahara Air and Space Museum,on_display
Nagoya University,ChubuSat,2,,,JP,,ChubuSat-2,spacecraft,,civilian,space,,Replica microsatellite,ChubuSat-2,Gifu-Kakamigahara Air and Space Museum,on_display
Wakayama University,UNIFORM,2,,,JP,,UNIFORM2,spacecraft,,civilian,space,,Built as a manufacturing-training article for the UNIFORM microsatellite programme; UNIFORM1 was the flight article,UNIFORM2; UNIFORM-2,Gifu-Kakamigahara Air and Space Museum,on_display
JAXA,Kibo,,,,JP,JEM,,spacecraft,,civilian,space,,Full-scale model of the Japanese Experiment Module,Kibo; JEM; きぼう,Gifu-Kakamigahara Air and Space Museum,on_display
JAXA,MINERVA,,,,JP,,,spacecraft,,civilian,space,,Replicas of the MINERVA-1A MINERVA-2A and MINERVA-II2 asteroid rovers,MINERVA; ミネルバ,Gifu-Kakamigahara Air and Space Museum,on_display
DLR,MASCOT,,,,DE,,,spacecraft,,civilian,space,,Replica of the German asteroid lander carried by Hayabusa2,MASCOT,Gifu-Kakamigahara Air and Space Museum,on_display
NASA,Mars Exploration Rover,,,,US,,,spacecraft,,civilian,space,,Replica; previously exhibited in the United States pavilion at Expo 2005 Aichi,MER; Mars Exploration Rover,Gifu-Kakamigahara Air and Space Museum,on_display
NASA,Curiosity,,,,US,,,spacecraft,,civilian,space,,Replica; previously exhibited in the United States pavilion at Expo 2005 Aichi,Curiosity; MSL,Gifu-Kakamigahara Air and Space Museum,on_display
Energia,Soyuz,,,,SU,,,spacecraft,,civilian,space,,Soviet-made reproduction of a Soyuz re-entry capsule; owned by the Tsukuba Space Center and on display here since June 2025,Soyuz descent module; ソユーズ帰還カプセル,Gifu-Kakamigahara Air and Space Museum,on_display
Energia,Bion,9,,,SU,,Bion 9,spacecraft,,civilian,space,,Owned by the Tsukuba Space Center and on display here since June 2025,Bion-9; ビオン9号; Bion9,Gifu-Kakamigahara Air and Space Museum,on_display
