manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Zlín,Z-126,,,,CZ,Trenér II,,fixed_wing,monoplane,military,trainer,,"Zlín Z-126 in its military guise C-105 Trenér II; OSM node 7244810557 names it ""Zlín C-105 Trener II""",Z-126; Z126; C-105; C105; Trener; Trenér,Letecké muzeum v Kunovicích,on_display
Mikoyan-Gurevich,MiG-15,bis SB,,,CZ,,,fixed_wing,monoplane,military,ground_attack,,MiG-15bis SB fighter-bomber; Czechoslovak licence-built MiG-15bis carried the designation S-103; OSM node 7237313417,MiG-15; MiG15; S-103; S103; Fagot,Letecké muzeum v Kunovicích,on_display
Mikoyan-Gurevich,MiG-19,PM,,,CZ,,,fixed_wing,monoplane,military,fighter,,MiG-19PM missile-armed interceptor; OSM node 7239487858,MiG-19PM; MiG19PM; Farmer; MiG19,Letecké muzeum v Kunovicích,on_display
Mikoyan-Gurevich,MiG-21,F-13,,,CZ,,,fixed_wing,monoplane,military,fighter,,MiG-21F-13; OSM node 7239487859 with model:wikidata Q17417447,MiG-21; MiG21; Fishbed,Letecké muzeum v Kunovicích,on_display
Mikoyan-Gurevich,MiG-21,MF,,,CZ,,,fixed_wing,monoplane,military,fighter,,"MiG-21MF nicknamed ""Šedivka"" by the museum; OSM node 7244810553",MiG-21MF; MiG21MF; Sedivka; Šedivka; Fishbed; MiG21,Letecké muzeum v Kunovicích,on_display
Mikoyan-Gurevich,MiG-23,MF,,,CZ,,,fixed_wing,monoplane,military,fighter,,MiG-23MF interceptor listed by the museum,MiG-23MF; MiG23MF; Flogger; MiG23,Letecké muzeum v Kunovicích,on_display
Mil,Mi-4,A,,,CZ,,,rotary_wing,,military,transport,,Mil Mi-4A transport helicopter; OSM node 7239492342,Mi-4A; Mi4A; Hound; Mi4,Letecké muzeum v Kunovicích,on_display
Sukhoi,Su-7,BM,,,CZ,,,fixed_wing,monoplane,military,ground_attack,,"Su-7BM presented by the museum as the ""jaderný bombardér"" (nuclear bomber) — the Czechoslovak Su-7 force held a tactical nuclear strike role; OSM node 7239487860",Su-7BM; Su7BM; Fitter-A; Su7,Letecké muzeum v Kunovicích,on_display
Sukhoi,Su-7,U,,,CZ,,,fixed_wing,monoplane,military,trainer,,Su-7U two-seat trainer; OSM node 7239487861,Su-7U; Su7U; Moujik; Su7,Letecké muzeum v Kunovicích,on_display
Tupolev,Tu-154,M,,,CZ,Naganský expres,,fixed_wing,monoplane,civilian,commercial_transport,,"Tu-154M named ""Naganský expres"" after the aircraft that carried the Czech ice hockey team home from the 1998 Nagano Olympics; OSM node 7237308024; the registration is not published by the museum and should be confirmed before import",Tu-154M; Tu154M; Nagansky expres; Careless; Tu154,Letecké muzeum v Kunovicích,on_display
VTÚL,Sojka,III,,,CZ,Sojka III TVM,,fixed_wing,monoplane,military,drone,,VTÚL a PVO Sojka III reconnaissance drone in its TV-equipped variant; a Czech design; OSM node 7244810554,Sojka III; Sojka-III; SojkaIII,Letecké muzeum v Kunovicích,on_display
Letov,KT-04,,,,CZ,,,fixed_wing,monoplane,military,drone,,Letov KT-04 towed aerial target,KT-04; KT04,Letecké muzeum v Kunovicích,on_display
Cessna,402,B,,,,Utiliner,,fixed_wing,monoplane,civilian,commercial_transport,,Cessna 402B Utiliner listed by the museum; no registration published,402B; 402,Letecké muzeum v Kunovicích,on_display
Unidentified,ZX-1,,,,CZ,Neviditelný letoun STEALTH,,fixed_wing,monoplane,civilian,experimental,,"A locally built stealth-shaped demonstrator airframe exhibited by the museum as the ""invisible aircraft""; OSM node 7244810552; not a recognised production type and recorded as unidentified rather than guessed",ZX-1; ZX1; Stealth,Letecké muzeum v Kunovicích,on_display
