Hawker|Hurricane|Mk IVRP|LD975|Hurricane||fixed_wing|monoplane|military|ground_attack||Rocket-armed ground attack Hurricane; ex-RAF LD975; served the Yugoslav Air Force as 9593; carries fuselage code O; airframe number 41H/368368 and 20-925 published by the museum; museum closed for reconstruction and the collection reported deteriorating as of August 2025|Hurricane Mk IV;Hurricane MkIVRP;9593|on_display|RS|Muzej vazduhoplovstva -- Beograd
de Havilland|DH.82|A|NM-150|Tiger Moth||fixed_wing|biplane|military|trainer||Construction number 86-470; Morris-built; ex YU-CHX and 0902; museum closed for reconstruction as of August 2025|DH82;Tiger Moth;YU-CHX;0902|on_display|RS|Muzej vazduhoplovstva -- Beograd
de Havilland|DH.104|Dove 2B|72201|Dove||fixed_wing|monoplane|military|transport||Construction number 04432; ex YU-ABN and 9751; museum closed for reconstruction as of August 2025|DH104;Dove;YU-ABN|on_display|RS|Muzej vazduhoplovstva -- Beograd
de Havilland Canada|DHC-2|Mk.I|70101|Beaver||fixed_wing|monoplane|military|utility||Construction number 587; ex 0672 and 672; museum closed for reconstruction as of August 2025|DHC2;Beaver;DHC-2 Beaver|on_display|RS|Muzej vazduhoplovstva -- Beograd
Short|SA.6|Sealand I|0662|Sealand||fixed_wing|monoplane|military|transport||Construction number SH.1567; ex G-AKLS and YU-CFK; amphibian operated by the Yugoslav Navy; museum closed for reconstruction as of August 2025|SA6;Sealand;G-AKLS;YU-CFK|on_display|RS|Muzej vazduhoplovstva -- Beograd
Amiot|AAC.1|Toucan|7208|Toucan||fixed_wing|monoplane|military|transport||Construction number 222; French-built Junkers Ju 52/3m; ex F-BBYB; Yugoslav 7208; stands outside the museum building; museum closed for reconstruction as of August 2025|AAC1;AAC.1;Ju 52;Ju52;Toucan;F-BBYB|on_display|RS|Muzej vazduhoplovstva -- Beograd
Douglas|DC-3|C|YU-ABB|Dakota||fixed_wing|monoplane|civilian|commercial_transport||Construction number 13713; ex-USAAF C-47A-25-DK 42-93765; JAT airliner; museum closed for reconstruction as of August 2025|DC3;C-47;C47;Dakota;42-93765|on_display|RS|Muzej vazduhoplovstva -- Beograd
Douglas|DC-3|C|YU-ABG|Dakota||fixed_wing|monoplane|civilian|commercial_transport||Construction number 14035/25480; ex-USAAF 43-48219; then RAF KG8030; then G-AHLX; JAT airliner; museum closed for reconstruction as of August 2025|DC3;C-47;Dakota;43-48219;KG8030;G-AHLX|on_display|RS|Muzej vazduhoplovstva -- Beograd
Douglas|C-47|A-35-DK|71214|Skytrain||fixed_wing|monoplane|military|transport||Construction number 16472/33220; ex-USAAF 44-76888; then RAF KN586; Yugoslav 7323 then 71214; stands in front of the museum building; museum closed for reconstruction as of August 2025|C47;Dakota;44-76888;KN586;7323|on_display|RS|Muzej vazduhoplovstva -- Beograd
Lisunov|Li-2||7011|Li-2||fixed_wing|monoplane|military|transport||Construction number 18422308; the museum lists it as a Li-3 — a Li-2 re-engined with C-47A powerplants; museum closed for reconstruction as of August 2025|Li2;Li-3;Li3;c/n 18422308|on_display|RS|Muzej vazduhoplovstva -- Beograd
Ilyushin|Il-14|P|71301|Il-14||fixed_wing|monoplane|military|transport||Construction number 146001121; ex 7401; museum closed for reconstruction as of August 2025|Il14;Il-14P|on_display|RS|Muzej vazduhoplovstva -- Beograd
Mraz|K-65|A|9393|Čáp||fixed_wing|monoplane|military|utility||Construction number 91; Czechoslovak-built Fieseler Fi 156 Storch derivative; also carried YU-COE; museum closed for reconstruction as of August 2025|K65;K-65A;Cap;Fi 156;Storch;YU-COE|on_display|RS|Muzej vazduhoplovstva -- Beograd
Letov|KB-6|Matajur|YU-CFD|Matajur||fixed_wing|monoplane|civilian|trainer||Construction number 177; Ljubljana-built light trainer; museum closed for reconstruction as of August 2025|KB6;KB-6;Matajur;Libis KB-6|on_display|RS|Muzej vazduhoplovstva -- Beograd
AAK|BS-1|Student|YU-CKK|Student||fixed_wing|monoplane|civilian|private||Prototype; museum closed for reconstruction as of August 2025|BS1;BS-1 Student|in_storage|RS|Muzej vazduhoplovstva -- Beograd
ATZ|CA-51||YU-CMH|CA-51||fixed_wing|monoplane|civilian|private||Yugoslav light aircraft; museum closed for reconstruction as of August 2025|CA51;CA-51|in_storage|RS|Muzej vazduhoplovstva -- Beograd
ATZ|CA-51||YU-CMK|CA-51||fixed_wing|monoplane|civilian|private||Yugoslav light aircraft; museum closed for reconstruction as of August 2025|CA51;CA-51|in_storage|RS|Muzej vazduhoplovstva -- Beograd
ATZ|V-55||YU-CMR|V-55||fixed_wing|monoplane|civilian|experimental||Prototype; museum closed for reconstruction as of August 2025|V55;V-55|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Boeing|A.75|N-1|YU-BAD|Stearman||fixed_wing|biplane|civilian|trainer||Construction number 75-7614; ex-US Navy N2S-3 BuAer 37993; then N5115N; museum closed for reconstruction as of August 2025|Stearman;PT-17;N2S-3;BuNo 37993;N5115N|on_display|RS|Muzej vazduhoplovstva -- Beograd
Boeing|PT-17|75|YU-BAI|Stearman||fixed_wing|biplane|civilian|trainer||Construction number 75-3047; ex-USAAF PT-17 41-25540; the museum's own list marks the subsequent US registration N5536O with query marks and it should not be trusted; museum closed for reconstruction as of August 2025|Stearman;PT-17;41-25540|on_display|RS|Muzej vazduhoplovstva -- Beograd
Grumman|G-164|A/400|YU-BEU|Ag-Cat||fixed_wing|biplane|civilian|utility||Construction number 498; ex N984X; agricultural aircraft; museum closed for reconstruction as of August 2025|G164;Ag-Cat;AgCat;N984X|in_storage|RS|Muzej vazduhoplovstva -- Beograd
WSK-PZL Mielec|M-18||YU-BMX|Dromader||fixed_wing|monoplane|civilian|utility||Construction number 1Z-010-01; held incomplete; museum closed for reconstruction as of August 2025|M18;M-18;Dromader|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Zlin|Z-XII||F-AQII|Zlin XII||fixed_wing|monoplane|civilian|trainer||Construction number 194; carries the French registration F-AQII; museum closed for reconstruction as of August 2025|Z12;Z-XII;Zlin 12;F-AQII|in_storage|CZ|Muzej vazduhoplovstva -- Beograd
Zlin|Z 526|M|41104|Trener Master||fixed_wing|monoplane|military|trainer||Construction number 102; also carried YU-DIO; museum closed for reconstruction as of August 2025|Z526;Z-526M;Trener;YU-DIO|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Zlin|Z-37||YU-BGL|Čmelák||fixed_wing|monoplane|civilian|utility||Construction number 819; agricultural aircraft; museum closed for reconstruction as of August 2025|Z37;Z-37;Cmelak|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Antonov|An-2|M|YU-BCE|An-2||fixed_wing|biplane|civilian|utility||Construction number 60404; ex-Soviet 16662; Polish-built An-2M; museum closed for reconstruction as of August 2025|An2;An-2M;Colt|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|65|S|YU-BKI|Privrednik||fixed_wing|monoplane|civilian|utility||Construction number 736; agricultural and utility type; museum closed for reconstruction as of August 2025|UTVA 65;UTVA65;Privrednik|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66||51001|UTVA 66||fixed_wing|monoplane|military|utility||Prototype; museum closed for reconstruction as of August 2025|UTVA 66;UTVA66|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66||51002|UTVA 66||fixed_wing|monoplane|military|utility||Prototype; museum closed for reconstruction as of August 2025|UTVA 66;UTVA66|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66||51145|UTVA 66||fixed_wing|monoplane|military|utility||Construction number 0854; museum closed for reconstruction as of August 2025|UTVA 66;UTVA66|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66||51221|UTVA 66||fixed_wing|monoplane|military|utility||Construction number 0866; museum closed for reconstruction as of August 2025|UTVA 66;UTVA66|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66|H|52101|UTVA 66H||fixed_wing|monoplane|military|utility||Construction number 0822; floatplane-capable UTVA 66H; museum closed for reconstruction as of August 2025|UTVA 66H;UTVA66H|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66|H|52102|UTVA 66H||fixed_wing|monoplane|military|utility||Construction number 0823; museum closed for reconstruction as of August 2025|UTVA 66H;UTVA66H|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|66|H|52104|UTVA 66H||fixed_wing|monoplane|military|utility||Construction number 0831; museum closed for reconstruction as of August 2025|UTVA 66H;UTVA66H|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|213|-3|1352|Vihor||fixed_wing|monoplane|military|trainer||Construction number 92; the wooden Vihor trainer that the Soko 522 replaced; museum closed for reconstruction as of August 2025|UTVA 213;UTVA213;Vihor|in_storage|RS|Muzej vazduhoplovstva -- Beograd
UTVA|Lasta||54153|Lasta||fixed_wing|monoplane|military|trainer||Zero-series airframe; museum closed for reconstruction as of August 2025|Lasta;UTVA Lasta|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Hiller|UH-12|A|YU-HAB|Raven||rotary_wing||civilian|utility||Construction number 143; listed by the museum as under restoration; museum closed for reconstruction as of August 2025|UH12;UH-12A;Hiller 360;Raven|under_restoration|RS|Muzej vazduhoplovstva -- Beograd
Kamov|Ka-25|PL|11323|Hormone||rotary_wing||military|anti_ship||Construction number 4912519; anti-submarine helicopter of the Yugoslav Navy; role recorded as anti_ship because the database has no anti-submarine value; museum closed for reconstruction as of August 2025|Ka25;Ka-25PL;Hormone|on_display|RS|Muzej vazduhoplovstva -- Beograd
Kamov|Ka-28|PL|11401|Helix||rotary_wing||military|anti_ship||Construction number 5235003720222; export Ka-27 of the Yugoslav Navy; the Serbian museum list calls the pair Ka-27; museum closed for reconstruction as of August 2025|Ka28;Ka-28;Ka-27;Helix|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Kamov|Ka-28|PL|11402|Helix||rotary_wing||military|anti_ship||Construction number 5235003720223; museum closed for reconstruction as of August 2025|Ka28;Ka-28;Ka-27;Helix|in_storage|RS|Muzej vazduhoplovstva -- Beograd
PZL Świdnik|Mi-2||12506|Hoplite||rotary_wing||military|utility||Construction number 511103059; Polish-built Mi-2; museum closed for reconstruction as of August 2025|Mi2;Mi-2;Hoplite|in_storage|RS|Muzej vazduhoplovstva -- Beograd
PZL Świdnik|Mi-2||12512|Hoplite||rotary_wing||military|utility||Construction number 511110059; museum closed for reconstruction as of August 2025|Mi2;Mi-2;Hoplite|in_storage|RS|Muzej vazduhoplovstva -- Beograd
PZL Świdnik|Mi-2||12513|Hoplite||rotary_wing||military|utility||Construction number 541307129; museum closed for reconstruction as of August 2025|Mi2;Mi-2;Hoplite|in_storage|RS|Muzej vazduhoplovstva -- Beograd
PZL Świdnik|Mi-2||12514|Hoplite||rotary_wing||military|utility||Construction number 541327129; museum closed for reconstruction as of August 2025|Mi2;Mi-2;Hoplite|in_storage|RS|Muzej vazduhoplovstva -- Beograd
PZL Świdnik|Mi-2||12515|Hoplite||rotary_wing||military|utility||Construction number 541309129; museum closed for reconstruction as of August 2025|Mi2;Mi-2;Hoplite|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mil|Mi-4|A|12013|Hound||rotary_wing||military|transport||Construction number 6103; museum closed for reconstruction as of August 2025|Mi4;Mi-4A;Hound|on_display|RS|Muzej vazduhoplovstva -- Beograd
Mil|Mi-8|T|12208|Hip||rotary_wing||military|transport||Construction number 0915; museum closed for reconstruction as of August 2025|Mi8;Mi-8T;Hip|on_display|RS|Muzej vazduhoplovstva -- Beograd
Westland|WS-51|Dragonfly Mk.IB|11503|Dragonfly||rotary_wing||military|search_rescue||Construction number WA/H/97; licence-built Sikorsky S-51; museum closed for reconstruction as of August 2025|WS51;WS-51;Dragonfly;S-51|on_display|RS|Muzej vazduhoplovstva -- Beograd
Soko|S-55|-5|11714|Chickasaw||rotary_wing||military|transport||Construction number WA9-10-2319; Sikorsky S-55 licence-built in Yugoslavia by Soko at Mostar; museum closed for reconstruction as of August 2025|S55;S-55;H-19;Chickasaw;Westland Whirlwind|on_display|RS|Muzej vazduhoplovstva -- Beograd
Ikarus|451|||Ikarus 451||fixed_wing|monoplane|military|experimental||Prototype number 2; the Ikarus 451 family were the first Yugoslav jet-powered designs; museum closed for reconstruction as of August 2025|Ikarus 451;Ikarus451|on_display|RS|Muzej vazduhoplovstva -- Beograd
Ikarus|451|M||Ikarus 451M||fixed_wing|monoplane|military|experimental||Prototype; museum closed for reconstruction as of August 2025|Ikarus 451M;Ikarus451M|on_display|RS|Muzej vazduhoplovstva -- Beograd
Ikarus|451|Š-MM Matica|20001|Matica||fixed_wing|monoplane|military|experimental||Prototype; museum closed for reconstruction as of August 2025|451-MM;451MM;Matica;S-451MM|on_display|RS|Muzej vazduhoplovstva -- Beograd
Ikarus|451|T-MM Stršljen II|21002|Stršljen II||fixed_wing|monoplane|military|experimental||Prototype; museum closed for reconstruction as of August 2025|451-MM;T-451MM;Strsljen;Strsljen II|on_display|RS|Muzej vazduhoplovstva -- Beograd
Republic|F-84|G-31-RE|10501|Thunderjet||fixed_wing|monoplane|military|fighter||Ex-USAF 52-2936; supplied to Yugoslavia under US military aid; museum closed for reconstruction as of August 2025|F84;F-84G;Thunderjet;52-2936|on_display|RS|Muzej vazduhoplovstva -- Beograd
Republic|F-84|G-31-RE|10530|Thunderjet||fixed_wing|monoplane|military|fighter||Ex-USAF 52-8435; museum closed for reconstruction as of August 2025|F84;F-84G;Thunderjet;52-8435|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Republic|RF-84|G-31-RE|10525|Thunderflash||fixed_wing|monoplane|military|recon||Ex-USAF 52-2939; recorded by the museum as the reconnaissance conversion; museum closed for reconstruction as of August 2025|F84;RF-84G;Thunderjet;52-2939|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Canadair|CL-13|Sabre Mk.4|11025|Sabre||fixed_wing|monoplane|military|fighter||Construction number 756; ex-USAF 53-19856 and RAF XB955; museum closed for reconstruction as of August 2025|CL13;Sabre Mk4;F-86;XB955|on_display|RS|Muzej vazduhoplovstva -- Beograd
Canadair|CL-13|Sabre Mk.4|11054|Sabre||fixed_wing|monoplane|military|fighter||Construction number 439; ex-USAF 52-19539 and RAF XB636; museum closed for reconstruction as of August 2025|CL13;Sabre Mk4;F-86;XB636|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Canadair|CL-13|Sabre Mk.4|11088|Sabre||fixed_wing|monoplane|military|fighter||Construction number 638; ex-USAF 53-19738 and RAF XB875; museum closed for reconstruction as of August 2025|CL13;Sabre Mk4;F-86;XB875|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Canadair|CL-13|Sabre Mk.4|14102|Sabre||fixed_wing|monoplane|military|fighter||Construction number 190-748; ex 52-10023A; museum closed for reconstruction as of August 2025|CL13;Sabre Mk4;F-86|in_storage|RS|Muzej vazduhoplovstva -- Beograd
North American|F-86|D||Sabre Dog||fixed_wing|monoplane|military|fighter||All-weather interceptor supplied to Yugoslavia; the museum publishes no registration or construction number for this airframe and none is invented here; museum closed for reconstruction as of August 2025|F86;F-86D;Sabre Dog;Sabre|on_display|RS|Muzej vazduhoplovstva -- Beograd
Lockheed|T-33|A-1-LO|10024|Shooting Star||fixed_wing|monoplane|military|trainer||Construction number 580-8189; ex-USAF 52-9958; museum closed for reconstruction as of August 2025|T33;T-33A;Shooting Star;T-Bird;52-9958|on_display|RS|Muzej vazduhoplovstva -- Beograd
Folland|Fo.141|Gnat F Mk.1|11601|Gnat||fixed_wing|monoplane|military|fighter||Construction number FL-14 and manufacturer's number G-39-8; a single Gnat was evaluated by Yugoslavia and this is that airframe; museum closed for reconstruction as of August 2025|Gnat;Fo141;Gnat F1;G-39-8|on_display|RS|Muzej vazduhoplovstva -- Beograd
Sud-Aviation|SE-210|Caravelle|YU-AHB|Caravelle||fixed_wing|monoplane|civilian|commercial_transport||Construction number 135; ex F-WJAK; operated by JAT; stands outside the museum building and is separately mapped in OpenStreetMap as node/11307454232; museum closed for reconstruction as of August 2025|SE210;Caravelle;F-WJAK|on_display|RS|Muzej vazduhoplovstva -- Beograd
Boeing|727|-2H9/Adv|YU-AKF|727||fixed_wing|monoplane|civilian|commercial_transport||Construction number 21038; JAT Airways; recorded by the museum as stored at Jat Tehnika awaiting restoration for display rather than present on the museum site; museum closed for reconstruction as of August 2025|B727;727-200;727-2H9|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|F-13|22532|Fishbed||fixed_wing|monoplane|military|fighter||Construction number 741702; Yugoslav service designation L-12; museum closed for reconstruction as of August 2025|MiG21;MiG-21F-13;L-12;L12;Fishbed|on_display|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|U|22909|Mongol||fixed_wing|monoplane|military|trainer||Construction number 3416; Yugoslav service designation NL-12; museum closed for reconstruction as of August 2025|MiG21;MiG-21U;NL-12;NL12;Mongol|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|PFM|22735|Fishbed||fixed_wing|monoplane|military|fighter||Construction number 8407; Yugoslav service designation L-14; museum closed for reconstruction as of August 2025|MiG21;MiG-21PFM;L-14;L14;Fishbed|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|US|22953|Mongol||fixed_wing|monoplane|military|trainer||Construction number 03685149; Yugoslav service designation NL-14; museum closed for reconstruction as of August 2025|MiG21;MiG-21US;NL-14;NL14;Mongol|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|R|26103|Fishbed||fixed_wing|monoplane|military|recon||Construction number 1707; Yugoslav service designation L-14i; museum closed for reconstruction as of August 2025|MiG21;MiG-21R;L-14i;L14i;Fishbed|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|R|26105|Fishbed||fixed_wing|monoplane|military|recon||Construction number 1709; Yugoslav service designation L-14i; museum closed for reconstruction as of August 2025|MiG21;MiG-21R;L-14i;L14i;Fishbed|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|M|22805|Fishbed||fixed_wing|monoplane|military|fighter||Construction number 3007; Yugoslav service designation L-15; museum closed for reconstruction as of August 2025|MiG21;MiG-21M;L-15;L15;Fishbed|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|M|22818|Fishbed||fixed_wing|monoplane|military|fighter||Construction number 3115; Yugoslav service designation L-15; museum closed for reconstruction as of August 2025|MiG21;MiG-21M;L-15;L15;Fishbed|in_storage|RS|Muzej vazduhoplovstva -- Beograd
Mikoyan-Gurevich|MiG-21|UM|16152|Mongol||fixed_wing|monoplane|military|trainer||Construction number 516979071; Yugoslav service designation NL-16; museum closed for reconstruction as of August 2025|MiG21;MiG-21UM;NL-16;NL16;Mongol|in_storage|RS|Muzej vazduhoplovstva -- Beograd
