name,level,lat,lon,matched
"IA-50 Guaraní Prototype Monument, Tancacha",city,-32.23748,-63.97983,"Tancacha, Municipio de Tancacha, Pedanía Capilla de Rodríguez, Departamento Tercero Arriba, Córdoba, X5980, Argentina"
"Barranca del Paraná IA-50 Guaraní Monument, Diamante",city,-32.06704,-60.64265,"Diamante, Distrito Costa Grande, Departamento Diamante, Entre Ríos, 3105, Argentina"
Aeroclub Córdoba Coronel Olmedo IA-50 Guaraní,city,-31.41669,-64.18342,"Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina"
"Ex Aero Club Argentino IA-50 Guaraní Relic, San Justo",city,-34.75048,-58.58464,"Gregorio de Laferrere, Partido de La Matanza, Buenos Aires, 1757, Argentina"
Aero Club Coronel Vidal MB-326GB,city,-37.44654,-57.72927,"Coronel Vidal, Partido de Mar Chiquita, Buenos Aires, Argentina"
"Plaza MB-326 Xavante Monument, Luque",city,-31.64766,-63.34511,"Luque, Municipio de Luque, Pedanía Arroyo de Álvarez, Departamento Río Segundo, Córdoba, X5967, Argentina"
"Centro de Veteranos de Guerra MB-326 Monument, Punta Alta",city,-38.88047,-62.07440,"Punta Alta, Cuartel VI, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, Argentina"
"Barrio Teniente de Fragata MB-326 Monument, Verónica",city,-35.38715,-57.33836,"Verónica, Partido de Punta Indio, Buenos Aires, B1917, Argentina"
"Centro de Ex Combatientes de Malvinas MB-326 Monument, Santa Fe",address,-31.45338,-60.93135,"Centro Ex-Combatientes de Malvinas Colombo-Muller, 1477, Guemes, Esperanza, Municipio de Esperanza, Departamento Las Col"
"Rotonda MB-326 Xavante Monument, Río Grande",address,-53.80052,-67.74442,"Rotonda, Centenario, Municipio de Río Grande, Departamento Río Grande, Tierra del Fuego, V9420, Argentina"
"Aermacchi MB-339A Crippa Monument, Sunchales",address,-30.94509,-61.56081,"Sunchales, Municipio de Sunchales, Departamento Castellanos, Santa Fe, Argentina"
"Predio Bicentenario Tracker Malvinas Monument, Navarro",city,-35.00586,-59.27795,"Navarro, Partido de Navarro, Buenos Aires, B6605, Argentina"
"Grumman Tracker Veteranos de Malvinas Monument, Luján",city,-34.56617,-59.11526,"Luján, Partido de Luján, Buenos Aires, 6700, Argentina"
"Electra 5-T-3 Río Grande Malvinas Memorial, 9 de Abril",city,-34.75536,-58.48538,"9 de Abril, Partido de Esteban Echeverría, Buenos Aires, Argentina"
"Aero Club La Plata UNLP Hangar Mohawk Cockpit, Ensenada",city,-34.85749,-57.90772,"Ensenada, Partido de Ensenada, Buenos Aires, B1925, Argentina"
"Escuela de la Policía Federal Bo 105 Display, Buenos Aires",city,-34.60956,-58.38879,"Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, Argentina"
Base Aérea Militar Morón Gate Displays,city,-34.65105,-58.62174,"Morón, Partido de Morón, Buenos Aires, Argentina"
"Curtiss C-46 Huaira Sorckoj Plaza, Loreto",city,-28.30115,-64.18404,"Loreto, Municipio de Loreto, Departamento Loreto, Santiago del Estero, G4208, Argentina"
"Rotonda del Navion, Rivadavia Mendoza",city,-33.19578,-68.46614,"Rivadavia, Distrito Ciudad de Rivadavia, Departamento Rivadavia, Mendoza, 5575, Argentina"
"Boeing 737 Fuselage Venue 1880, Oncativo",city,-31.91337,-63.68177,"Oncativo, Municipio de Oncativo, Pedanía Impira, Departamento Río Segundo, Córdoba, X5987, Argentina"
Aero Club Rafaela Lockheed Lodestar,address,-31.28434,-61.52018,"Villa Aero Club, Rafaela, Municipio de Rafaela, Departamento Castellanos, Santa Fe, S2300, Argentina"
Aero Club La Plata DH.104 Dove,city,-34.85749,-57.90772,"Ensenada, Partido de Ensenada, Buenos Aires, B1925, Argentina"
Aero Club Neuquén DH.104 Dove,city,-38.95197,-68.05917,"Neuquén, Municipio de Neuquén, Departamento Confluencia, Neuquén, Argentina"
Aero Club Pueblo Esther Piper Aztec Gate Guard,address,-33.08499,-60.56564,"Círculo de Aviación, Pueblo Esther, Municipio de Pueblo Esther, Gran Rosario, Departamento Rosario, Santa Fe, Argentina"
"Ruta 14 Cessna 320 Display, Concordia",city,-31.34019,-58.02636,"Concordia, Distrito Suburbios, Departamento Concordia, Entre Ríos, Argentina"
